0 0 0 0
1 0 0 0
2 0 0 0
3 0 0 0
4 0 0 0
5 0 0 0
6 0 0 0
7 0 0 0
8 0 0 0
9 0 0 0
10 0 0 0
11 0 0 0
12 0 0 0
13 0 0 0
14 0 0 0
15 0 0 0
16 0 0 0
17 0 0 0
18 0 0 0
19 0 0 0
20 0 0 0
21 0 0 0
22 0 0 0
23 0 0 0
24 0 0 0
25 0 0 0
26 0 0 0
27 0 0 0
28 0 0 0
29 0 0 0
30 0 0 0
31 0 0 0
32 0 0 0
33 0 0 0
34 0 0 0
35 0 0 0
36 0 0 0
37 0 0 0
38 0 0 0
39 0 0 0
40 0 0 0
41 0 0 0
42 0 0 0
43 0 0 0
44 0 0 0
45 0 0 0
46 0 0 0
47 0 0 0
48 0 0 0
49 0 0 0
50 0 0 0
51 0 0 0
52 0 0 0
53 0 0 0
54 0 0 0
55 0 0 0
56 0 0 0
57 0 0 0
58 0 0 0
59 0 0 0
60 0 0 0
61 4 1004 0
62 35 3697 0
63 28 3028 130
64 37 1432 179
65 22 1365 101
66 23 1174 104
67 29 1158 116
68 37 1061 100
69 28 950 114
70 25 921 132
71 25 838 121
72 27 757 95
73 28 712 108
74 32 684 117
75 31 665 129
76 29 658 123
77 40 585 138
78 23 602 161
79 27 628 143
80 43 558 155
81 32 540 126
82 27 556 149
83 31 560 132
84 40 534 147
85 36 486 131
86 49 586 134
87 53 487 129
88 48 487 136
89 42 474 134
90 47 540 129
91 46 483 144
92 50 458 113
93 68 501 136
94 63 486 148
95 61 560 160
96 62 436 135
97 77 472 153
98 65 446 123
99 55 493 144
100 80 478 131
101 64 421 135
102 80 584 136
103 65 384 153
104 72 455 154
105 69 452 149
106 67 482 160
107 74 484 168
108 77 418 174
109 91 554 156
110 87 388 176
111 73 476 158
112 87 348 166
113 75 438 140
114 77 408 156
115 72 409 159
116 87 386 184
117 70 364 172
118 79 485 158
119 84 364 176
120 66 419 193
121 74 338 182
122 78 398 183
123 78 432 176
124 82 339 166
125 81 485 187
126 74 339 169
127 86 372 178
128 71 306 170
129 92 362 213
130 104 352 191
131 100 283 218
132 87 419 165
133 92 287 190
134 97 497 196
135 100 267 220
136 98 350 208
137 85 261 229
138 120 392 198
139 110 409 189
140 94 249 201
141 108 669 222
142 107 207 223
143 97 420 224
144 112 216 207
145 90 394 227
146 126 428 192
147 97 222 211
148 94 672 212
149 111 191 261
150 96 423 217
151 104 182 228
152 89 355 224
153 109 370 219
154 116 203 261
155 116 418 229
156 115 174 230
157 106 618 224
158 109 166 222
159 111 334 237
160 117 171 246
161 126 337 218
162 110 368 272
163 113 170 242
164 114 682 254
165 121 158 299
166 143 387 281
167 117 123 238
168 111 348 281
169 131 270 307
170 139 121 257
171 136 585 273
172 117 115 275
173 147 317 321
174 123 115 287
175 132 270 275
176 144 104 282
177 144 265 287
178 141 257 304
179 162 100 331
180 178 464 332
181 146 66 314
182 143 195 328
183 164 72 325
184 161 174 277
185 155 183 332
186 157 56 302
187 183 281 339
188 157 37 307
189 156 139 305
190 168 50 345
191 164 79 340
192 159 107 336
193 174 51 365
194 186 99 309
195 176 39 370
196 202 134 392
197 173 46 378
198 180 79 356
199 175 41 379
200 179 72 362
201 160 81 357
202 198 32 403
203 184 104 393
204 189 48 377
205 187 62 382
206 215 33 437
207 218 68 436
208 184 57 415
209 189 42 421
210 196 148 418
211 225 36 417
212 199 105 452
213 234 40 442
214 183 118 444
215 212 26 438
216 201 135 431
217 209 148 416
218 199 27 378
219 225 320 389
220 196 31 397
221 231 142 382
222 222 29 450
223 234 142 419
224 247 105 343
225 214 27 442
226 278 191 417
227 246 21 424
228 257 90 372
229 282 26 396
230 255 49 467
231 241 56 437
232 236 3 435
233 269 46 474
234 278 6 443
235 273 59 441
236 259 4 450
237 278 13 448
238 278 2 458
239 286 5 424
240 293 11 463
241 326 2 480
242 277 6 459
243 295 4 472
244 295 6 479
245 302 2 525
246 341 1 541
247 362 5 544
248 323 1 533
249 351 7 519
250 402 1 506
251 348 3 568
252 365 1 576
253 390 5 673
254 358 1 877
255 38580 18 12011
