0 59 6310 249
1 32 1496 119
2 21 1455 96
3 23 1375 105
4 25 1216 111
5 33 1117 118
6 28 1051 116
7 32 963 120
8 27 915 113
9 14 822 99
10 37 741 115
11 28 720 126
12 33 683 114
13 26 661 132
14 30 620 152
15 39 627 160
16 22 593 144
17 40 586 143
18 29 541 136
19 31 556 148
20 32 566 129
21 30 538 137
22 40 528 126
23 37 477 137
24 48 491 146
25 54 480 130
26 46 505 126
27 37 536 135
28 49 489 126
29 49 519 116
30 54 461 156
31 63 460 151
32 66 501 152
33 62 441 135
34 60 450 136
35 82 480 137
36 59 466 147
37 63 469 126
38 71 392 133
39 77 473 138
40 74 451 161
41 66 432 159
42 65 439 148
43 74 497 178
44 72 460 165
45 77 471 165
46 69 423 165
47 107 480 169
48 70 418 168
49 85 451 140
50 71 411 148
51 87 395 163
52 76 434 161
53 65 389 204
54 87 359 154
55 87 408 182
56 78 349 165
57 77 416 190
58 68 384 177
59 70 369 183
60 70 364 179
61 78 403 164
62 84 375 178
63 83 384 173
64 76 372 185
65 94 349 192
66 76 339 189
67 93 321 213
68 89 354 193
69 102 329 174
70 85 328 198
71 103 327 202
72 91 304 226
73 94 291 201
74 98 337 222
75 97 305 184
76 128 297 201
77 100 311 203
78 104 320 238
79 103 310 216
80 99 309 209
81 101 286 217
82 104 307 215
83 111 252 204
84 103 260 215
85 97 309 235
86 106 275 228
87 111 273 238
88 88 268 208
89 96 265 250
90 108 230 221
91 108 294 254
92 117 288 218
93 105 285 218
94 124 277 235
95 96 254 223
96 109 236 258
97 126 270 226
98 115 237 246
99 109 268 250
100 102 267 248
101 122 259 287
102 123 273 300
103 122 264 237
104 129 262 273
105 124 284 307
106 129 266 253
107 112 243 277
108 154 260 273
109 126 246 307
110 118 267 286
111 143 243 277
112 130 234 293
113 141 270 286
114 137 234 294
115 143 217 340
116 154 248 298
117 155 213 324
118 169 216 334
119 150 212 323
120 158 216 311
121 160 196 300
122 177 188 308
123 144 184 341
124 170 181 308
125 165 167 313
126 149 153 325
127 182 157 340
128 158 184 340
129 150 171 352
130 164 143 325
131 182 155 346
132 183 152 397
133 192 139 363
134 182 121 388
135 182 177 365
136 178 147 380
137 182 128 348
138 163 137 365
139 169 129 395
140 197 127 390
141 183 109 396
142 190 135 384
143 194 111 447
144 213 123 435
145 213 103 408
146 178 109 400
147 206 124 441
148 203 124 425
149 220 94 454
150 206 107 442
151 214 97 466
152 199 123 429
153 199 89 404
154 203 90 387
155 197 91 390
156 214 89 409
157 230 98 375
158 206 58 424
159 222 84 412
160 212 81 383
161 259 66 406
162 223 69 411
163 229 84 445
164 259 50 378
165 264 53 427
166 274 66 408
167 265 61 446
168 264 48 444
169 231 64 460
170 228 45 439
171 281 56 458
172 273 44 427
173 267 50 417
174 273 44 464
175 284 43 400
176 275 65 457
177 264 57 447
178 316 62 459
179 294 67 442
180 278 51 449
181 303 63 456
182 287 75 480
183 303 60 425
184 279 54 439
185 316 50 430
186 348 49 419
187 335 36 431
188 355 24 411
189 377 26 422
190 353 31 378
191 347 31 429
192 353 20 431
193 346 21 404
194 318 9 390
195 363 11 421
196 369 7 433
197 398 10 405
198 378 5 401
199 390 6 421
200 426 2 392
201 364 3 403
202 407 2 399
203 422 4 392
204 388 2 384
205 430 7 400
206 423 2 392
207 430 0 395
208 415 3 403
209 452 2 379
210 428 2 383
211 446 3 322
212 436 1 366
213 414 3 365
214 469 3 359
215 473 0 370
216 456 3 310
217 454 0 318
218 466 1 270
219 460 1 295
220 457 1 326
221 471 0 283
222 474 0 249
223 501 0 286
224 475 1 220
225 442 2 244
226 455 1 197
227 515 1 196
228 529 1 193
229 582 0 156
230 571 0 141
231 560 1 95
232 575 0 99
233 643 1 66
234 630 3 54
235 593 1 38
236 655 1 33
237 646 1 18
238 692 0 13
239 635 1 4
240 691 0 6
241 688 0 2
242 739 0 2
243 776 0 0
244 772 2 0
245 804 0 1
246 886 0 0
247 936 0 0
248 956 0 0
249 1007 0 0
250 1188 0 0
251 1157 1 0
252 1281 0 0
253 1198 1 0
254 1015 0 0
255 2297 1 0
